Book Name,Author,Rating,Number_of_Reviews,Price,Description,Listening Time,Ranks and Genre,Time,combined_text,cluster,dbscan_cluster,agglo_cluster
How to Fight: A Mindful Buddhist Guide,Thich Nhat Hanh,4.7,281.0,615.0,"Penguin presents the audio edition of How to Fight by Thich Nhat Hanh, read by John Sackville.",-1,-1,10.0,"How to Fight: A Mindful Buddhist Guide Thich Nhat Hanh Penguin presents the audio edition of How to Fight by Thich Nhat Hanh, read by John Sackville. -1",8,-1,0
Pandora’s Box: A History of the First World War,Jorn Leonhard,4.5,50.0,1338.0,"In this monumental history of the First World War, Germany's leading historian of the 20th century's first great catastrophe explains the war's origins, course, and consequences. With an unrivaled combination of depth and global reach, Pandora's Box reveals how profoundly the war shaped the world to come.",-1,-1,10.0,"Pandora’s Box: A History of the First World War Jorn Leonhard In this monumental history of the First World War, Germany's leading historian of the 20th century's first great catastrophe explains the war's origins, course, and consequences. With an unrivaled combination of depth and global reach, Pandora's Box reveals how profoundly the war shaped the world to come. -1",0,-1,2
St Urbain's Horseman,Mordecai Richler,4.1,6.0,836.0,"St. Urbain’s Horseman is a complex, moving, and wonderfully comic evocation of a generation consumed with guilt - guilt at not joining every battle, at not healing every wound. Thirty-seven-year-old Jake Hersh is a film director of modest success, a faithful husband, and a man in disgrace. His alter ego is his cousin Joey, a legend in their childhood neighbourhood in Montreal. Nazi-hunter, adventurer, and hero of the Spanish Civil War, Joey is the avenging horseman of Jake’s impotent dreams. When Jake becomes embroiled in a scandalous trial in London, England, he puts his own unadventurous life on trial as well, finding it desperately wanting as he steadfastly longs for the Horseman’s glorious return. ",-1,-1,10.0,"St Urbain's Horseman Mordecai Richler St. Urbain’s Horseman is a complex, moving, and wonderfully comic evocation of a generation consumed with guilt - guilt at not joining every battle, at not healing every wound. Thirty-seven-year-old Jake Hersh is a film director of modest success, a faithful husband, and a man in disgrace. His alter ego is his cousin Joey, a legend in their childhood neighbourhood in Montreal. Nazi-hunter, adventurer, and hero of the Spanish Civil War, Joey is the avenging horseman of Jake’s impotent dreams. When Jake becomes embroiled in a scandalous trial in London, England, he puts his own unadventurous life on trial as well, finding it desperately wanting as he steadfastly longs for the Horseman’s glorious return.  -1",0,-1,4
The Way of the SEAL: Think like an Elite Warrior to Lead and Succeed: Updated and Expanded Edition,Mark Divine,4.6,601.0,586.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"The Way of the SEAL: Think like an Elite Warrior to Lead and Succeed: Updated and Expanded Edition Mark Divine Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
The Jennings Report,Anthony Buckeridge,4.6,5.0,563.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"The Jennings Report Anthony Buckeridge Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
Healing Love through the Tao: Cultivating Female Sexual Energy,Mantak Chia,4.7,162.0,891.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Healing Love through the Tao: Cultivating Female Sexual Energy Mantak Chia Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
"In the Zone: Big Nate, Book 6",Lincoln Peirce,4.8,421.0,6423.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"In the Zone: Big Nate, Book 6 Lincoln Peirce Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
"A Life Worth Breathing: A Yoga Master's Handbook of Strength, Grace, and Healing",Max Strom,4.8,180.0,668.0,"We can do more with this life. We all know it, we all wish for it, but just how to do itthat eludes us. In his new book, A Life Worth Breathing, internationally renowned yoga teacher and spiritual philosopher Max Strom shows us the way. His groundbreaking book reaches past expected dogma in a language that is vital, inspired, and accessible. Strom leads us on a journey of self-discovery as we excavate our past in order to have a better understanding of our present. ",-1,-1,10.0,"A Life Worth Breathing: A Yoga Master's Handbook of Strength, Grace, and Healing Max Strom We can do more with this life. We all know it, we all wish for it, but just how to do itthat eludes us. In his new book, A Life Worth Breathing, internationally renowned yoga teacher and spiritual philosopher Max Strom shows us the way. His groundbreaking book reaches past expected dogma in a language that is vital, inspired, and accessible. Strom leads us on a journey of self-discovery as we excavate our past in order to have a better understanding of our present.  -1",0,-1,4
"Eastern Body, Western Mind: Psychology and the Chakra System as a Path to the Self",Anodea Judith,4.7,752.0,1172.0,"In Eastern Body, Western Mind, chakra authority Anodea Judith has brought a fresh approach to the yoga-based Eastern chakra system, adapting it to the Western framework of Jungian psychology, somatic therapy, childhood developmental theory, and metaphysics. This groundbreaking work in transpersonal psychology has been revised and redesigned for a more accessible presentation. Arranged schematically, the book uses the inherent structure of the chakra system as a map upon which to chart our Western understanding of individual development. Each chapter focuses on a single chakra, starting with a description of its characteristics, then exploring its particular childhood developmental patterns, traumas and abuses, and how to heal and maintain balance. Illuminated with personal anecdotes and case studies, Eastern Body, Western Mind seamlessly merges the East and West, science and philosophy, and psychology and spirituality into a compelling interpretation of the chakra system and its relevance for Westerners today. ",-1,-1,10.0,"Eastern Body, Western Mind: Psychology and the Chakra System as a Path to the Self Anodea Judith In Eastern Body, Western Mind, chakra authority Anodea Judith has brought a fresh approach to the yoga-based Eastern chakra system, adapting it to the Western framework of Jungian psychology, somatic therapy, childhood developmental theory, and metaphysics. This groundbreaking work in transpersonal psychology has been revised and redesigned for a more accessible presentation. Arranged schematically, the book uses the inherent structure of the chakra system as a map upon which to chart our Western understanding of individual development. Each chapter focuses on a single chakra, starting with a description of its characteristics, then exploring its particular childhood developmental patterns, traumas and abuses, and how to heal and maintain balance. Illuminated with personal anecdotes and case studies, Eastern Body, Western Mind seamlessly merges the East and West, science and philosophy, and psychology and spirituality into a compelling interpretation of the chakra system and its relevance for Westerners today.  -1",0,-1,4
"Predictive Analytics: The Power to Predict Who Will Click, Buy, Lie, or Die, Revised and Updated",Eric Siegel,4.2,207.0,703.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Predictive Analytics: The Power to Predict Who Will Click, Buy, Lie, or Die, Revised and Updated Eric Siegel Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
"Unsettling Truths: The Ongoing, Dehumanizing Legacy of the Doctrine of Discovery",Mark Charles,4.8,122.0,586.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Unsettling Truths: The Ongoing, Dehumanizing Legacy of the Doctrine of Discovery Mark Charles Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
Puffin Sleepy Tales: Ten Stories to Relax and Calm Busy Young Minds at Bedtime,Puffin,4.3,24.0,410.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Puffin Sleepy Tales: Ten Stories to Relax and Calm Busy Young Minds at Bedtime Puffin Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
The Twice-Born: Life and Death on the Ganges,Aatish Taseer,4.5,6.0,836.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"The Twice-Born: Life and Death on the Ganges Aatish Taseer Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
"Spirit of India: Reflecting the concerns, aspirations and dreams of the Indian youth",A.P.J Abdul Kalam,4.8,32.0,233.0,"Spirit of India, by A. P. J. Abdul Kalam, is a book focused towards the connection of youth and nation. This book revolves around the aspirations, issues and dreams of the Indian youth in the contemporary India. As the time has changed over 60 decades of independence, the population of the youth has grown to require more and more education, growth in career, and overall development. In this time of personal ambitions, the spirit of one, India looks endangered to the author, as has been addressed in this book.",-1,-1,10.0,"Spirit of India: Reflecting the concerns, aspirations and dreams of the Indian youth A.P.J Abdul Kalam Spirit of India, by A. P. J. Abdul Kalam, is a book focused towards the connection of youth and nation. This book revolves around the aspirations, issues and dreams of the Indian youth in the contemporary India. As the time has changed over 60 decades of independence, the population of the youth has grown to require more and more education, growth in career, and overall development. In this time of personal ambitions, the spirit of one, India looks endangered to the author, as has been addressed in this book. -1",0,-1,4
"A Bloody Kingdom: Ruthless People Series, Book 4",J.J. McAvoy,4.5,137.0,703.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"A Bloody Kingdom: Ruthless People Series, Book 4 J.J. McAvoy Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
"Kiss the Girls: Alex Cross, Book 2",James Patterson,4.6,1191.0,820.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-1,-1,10.0,"Kiss the Girls: Alex Cross, Book 2 James Patterson 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

 -1",2,-1,5
Thrive,Arianna Huffington,4.3,792.0,683.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Thrive Arianna Huffington Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,3
"Proven Guilty: The Dresden Files, Book 8",Jim Butcher,4.8,846.0,1256.0,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",-1,-1,10.0,"Proven Guilty: The Dresden Files, Book 8 Jim Butcher 
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
 -1",7,-1,7
Reagan: The Life,H. W. Brands,4.5,251.0,1759.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Reagan: The Life H. W. Brands Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
The Importance of Being Earnest,Oscar Wilde,4.5,1259.0,333.0,"Oscar Wilde created his final and most lasting play, one of the comic masterpieces of all time, The Importance of Being Earnest, in 1895. Considered one of the greatest, The Importance of Being Earnest is a farce, playing with love, religion, and truth as it tells the tale of two men, Jack Worthing and Algernon Moncrieff, who bend the truth in order to add excitement to their lives. Jack invents an imaginary brother, Ernest, whom he uses as an excuse to escape from his dull country home and gallivant in town. Meanwhile, Algernon follows Jack's scam, but his imaginary friend, Bumbury, provides a convenient method of adventuring in the country. However, their deceptions eventually cross paths, resulting in a series of crises that threaten to spoil their romantic pursuits. Hailed as the first modern comedy in England, The Importance of Being Earnest is Wilde's most famous work. ",-1,-1,10.0,"The Importance of Being Earnest Oscar Wilde Oscar Wilde created his final and most lasting play, one of the comic masterpieces of all time, The Importance of Being Earnest, in 1895. Considered one of the greatest, The Importance of Being Earnest is a farce, playing with love, religion, and truth as it tells the tale of two men, Jack Worthing and Algernon Moncrieff, who bend the truth in order to add excitement to their lives. Jack invents an imaginary brother, Ernest, whom he uses as an excuse to escape from his dull country home and gallivant in town. Meanwhile, Algernon follows Jack's scam, but his imaginary friend, Bumbury, provides a convenient method of adventuring in the country. However, their deceptions eventually cross paths, resulting in a series of crises that threaten to spoil their romantic pursuits. Hailed as the first modern comedy in England, The Importance of Being Earnest is Wilde's most famous work.  -1",0,-1,3
Bringers of the Dawn: Teachings from the Pleiadians,Barbara Marciniak,4.7,448.0,421.0,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",-1,-1,10.0,"Bringers of the Dawn: Teachings from the Pleiadians Barbara Marciniak 
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
 -1",7,-1,7
God's Crime Scene: A Cold-Case Detective Examines the Evidence for a Divinely Created Universe,J. Warner Wallace,4.7,539.0,670.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-1,-1,10.0,"God's Crime Scene: A Cold-Case Detective Examines the Evidence for a Divinely Created Universe J. Warner Wallace 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

 -1",2,-1,5
"Leviathan: or The Matter, Form, and Power of a Commonwealth, Ecclesiastical and Civil",Thomas Hobbes,4.2,289.0,938.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Leviathan: or The Matter, Form, and Power of a Commonwealth, Ecclesiastical and Civil Thomas Hobbes Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
The Luck Factor: The Scientific Study of the Lucky Mind,Richard Wiseman,4.2,199.0,569.0,"Why do some people lead happy, successful lives whilst others face repeated failure and sadness? Why do some find their perfect partners whilst others stagger from one broken relationship to the next? What enables some people to have successful careers whilst others find themselves trapped in jobs they detest? And can unlucky people do anything to improve their luck - and lives? ",-1,-1,10.0,"The Luck Factor: The Scientific Study of the Lucky Mind Richard Wiseman Why do some people lead happy, successful lives whilst others face repeated failure and sadness? Why do some find their perfect partners whilst others stagger from one broken relationship to the next? What enables some people to have successful careers whilst others find themselves trapped in jobs they detest? And can unlucky people do anything to improve their luck - and lives?  -1",0,-1,0
Dr. Quantum Presents A User's Guide to Your Universe,Fred Alan Wolf Ph.D.,3.5,11.0,1640.0," Quantum physics is an astounding (and mind-boggling) field of science, but can you actually use it to change your life? Absolutely yes, says Dr. Quantum. On A User's Guide to Your Universe, Dr. Quantum, who goes by day as mild-mannered physicist Dr. Fred Alan Wolf, teaches that anyone can understand quantum physics. What's more, it is the most useful, immediate, and relevant kind of science you can learn to profoundly affect your day-to-day life.",-1,-1,10.0,"Dr. Quantum Presents A User's Guide to Your Universe Fred Alan Wolf Ph.D.  Quantum physics is an astounding (and mind-boggling) field of science, but can you actually use it to change your life? Absolutely yes, says Dr. Quantum. On A User's Guide to Your Universe, Dr. Quantum, who goes by day as mild-mannered physicist Dr. Fred Alan Wolf, teaches that anyone can understand quantum physics. What's more, it is the most useful, immediate, and relevant kind of science you can learn to profoundly affect your day-to-day life. -1",0,-1,0
"The Chinese Shawl: Miss Silver, Book 5",Patricia Wentworth,4.2,96.0,668.0,Tanis Lyle was one of those passionate women who always get their own way. Her cousin Laura hated her. Most women did. But men found her irresistible and she used them mercilessly. So when Tanis was found murdered there seemed to be any number of suspects on hand. But Miss Silver had her own suspicions…,-1,-1,10.0,"The Chinese Shawl: Miss Silver, Book 5 Patricia Wentworth Tanis Lyle was one of those passionate women who always get their own way. Her cousin Laura hated her. Most women did. But men found her irresistible and she used them mercilessly. So when Tanis was found murdered there seemed to be any number of suspects on hand. But Miss Silver had her own suspicions… -1",0,-1,4
"The Tycoons: How Andrew Carnegie, John D. Rockefeller, Jay Gould, and J. P. Morgan Invented the American Supereconomy",Charles R. Morris,4.2,187.0,1003.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"The Tycoons: How Andrew Carnegie, John D. Rockefeller, Jay Gould, and J. P. Morgan Invented the American Supereconomy Charles R. Morris Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
The Meaning of it All: Thoughts of a Citizen-Scientist,Richard Feynman,4.5,104.0,468.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-1,-1,10.0,"The Meaning of it All: Thoughts of a Citizen-Scientist Richard Feynman 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

 -1",2,-1,6
"The First Firangis: Remarkable Stories of Heroes, Healers, Charlatans, Courtesans & Other Foreigners Who Became Indian",Jonathan Gil Harris,4.1,51.0,836.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"The First Firangis: Remarkable Stories of Heroes, Healers, Charlatans, Courtesans & Other Foreigners Who Became Indian Jonathan Gil Harris Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
Cryptocurrency Investing for Dummies,Kiana Danial,4.5,108.0,703.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Cryptocurrency Investing for Dummies Kiana Danial Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
Where Is God in a Coronavirus World?,John C. Lennox,4.7,178.0,444.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Where Is God in a Coronavirus World? John C. Lennox Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
Romeo and Juliet,William Shakespeare,4.2,3986.0,32.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Romeo and Juliet William Shakespeare Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
My Jumbo Book of Aesop's Fables,Dreamland Publications,4.5,488.0,233.0,My Jumbo Book of Aesop's Fables include well-known moral stories. The timeless stories make the book unique and an absolute favourite of each child.,-1,-1,10.0,My Jumbo Book of Aesop's Fables Dreamland Publications My Jumbo Book of Aesop's Fables include well-known moral stories. The timeless stories make the book unique and an absolute favourite of each child. -1,0,-1,2
"What I Did for a Duke: Pennyroyal Green Series, Book 5",Julie Anne Long,4.5,294.0,703.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"What I Did for a Duke: Pennyroyal Green Series, Book 5 Julie Anne Long Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
A Wicked Kind of Husband,Mia Vincy,4.5,179.0,836.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"A Wicked Kind of Husband Mia Vincy Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
The Passengers,John Marrs,4.5,620.0,752.0,Random House presents the audiobook edition of The Passengers by John Marrs. ,-1,-1,10.0,The Passengers John Marrs Random House presents the audiobook edition of The Passengers by John Marrs.  -1,8,-1,0
In the Realm of Hungry Ghosts: Close Encounters with Addiction,Dr Gabor Maté,4.7,1060.0,1093.0,"Random House presents the audiobook edition of In the Realm of Hungry Ghosts by Gabor Maté, read by Daniel Maté. ",-1,-1,10.0,"In the Realm of Hungry Ghosts: Close Encounters with Addiction Dr Gabor Maté Random House presents the audiobook edition of In the Realm of Hungry Ghosts by Gabor Maté, read by Daniel Maté.  -1",8,-1,4
"Along Came a Spider: Alex Cross, Book 1",James Patterson,4.6,1759.0,820.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Along Came a Spider: Alex Cross, Book 1 James Patterson Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
A Heart so Fierce and Broken,Brigid Kemmerer,4.6,566.0,668.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"A Heart so Fierce and Broken Brigid Kemmerer Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
The Best Thing About You Is You!,Anupam Kher,4.3,138.0,501.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-1,-1,10.0,"The Best Thing About You Is You! Anupam Kher 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

 -1",2,0,5
"The Wildings: The Hundred Names of Darkness, Part 2",Nilanjana Roy,4.6,39.0,721.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"The Wildings: The Hundred Names of Darkness, Part 2 Nilanjana Roy Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
"The Movie Star Mystery: The Boxcar Children Mysteries, Book 69",Gertrude Chandler Warner,4.7,3.0,284.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"The Movie Star Mystery: The Boxcar Children Mysteries, Book 69 Gertrude Chandler Warner Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,3
The Edinburgh Lectures on Mental Science,Thomas Troward,4.5,87.0,379.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-1,-1,10.0,"The Edinburgh Lectures on Mental Science Thomas Troward 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

 -1",2,-1,5
Memories of Midnight,Sidney Sheldon,4.4,229.0,938.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Memories of Midnight Sidney Sheldon Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,3
Star Wars: The New Jedi Order: Force Heretic III: Reunion,Jonathan Davis,4.2,39.0,502.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Star Wars: The New Jedi Order: Force Heretic III: Reunion Jonathan Davis Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
"The Soccer Mystery: The Boxcar Children Mysteries, Book 60",Gertrude Chandler Warner,5.0,7.0,284.0,"The Aldens are all on the same soccer team, and know that winning isn't as important as having fun. But is someone trying to ruin the soccer league? Practice balls get deflated, a goalie's gloves are ruined, and a player is locked in the locker room during an important game. What's going on?",-1,-1,10.0,"The Soccer Mystery: The Boxcar Children Mysteries, Book 60 Gertrude Chandler Warner The Aldens are all on the same soccer team, and know that winning isn't as important as having fun. But is someone trying to ruin the soccer league? Practice balls get deflated, a goalie's gloves are ruined, and a player is locked in the locker room during an important game. What's going on? -1",0,-1,0
Deep Meditation for Healing,Anita Moorjani,4.0,191.0,352.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-1,-1,10.0,"Deep Meditation for Healing Anita Moorjani 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

 -1",2,-1,5
Enduring the Whirlwind: The German Army and the Russo-German War 1941-1943,Gregory Liedtke,3.9,32.0,836.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Enduring the Whirlwind: The German Army and the Russo-German War 1941-1943 Gregory Liedtke Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
The Upstairs Room,Kate Murray-Browne,3.6,49.0,323.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"The Upstairs Room Kate Murray-Browne Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
"Winter: The Lunar Chronicles, Book 4",Marissa Meyer,4.8,1973.0,1328.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Winter: The Lunar Chronicles, Book 4 Marissa Meyer Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,3
On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,4.7,4643.0,615.0,"History does not repeat, but it does instruct. ",-1,-1,10.0,"On Tyranny: Twenty Lessons from the Twentieth Century Timothy Snyder History does not repeat, but it does instruct.  -1",0,-1,4
Bunny,Mona Awad,4.0,36.0,1328.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-1,-1,10.0,"Bunny Mona Awad 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

 -1",2,0,5
Neurodharma: 7 Steps to the Highest Happiness,Rick Hanson,4.5,81.0,888.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Neurodharma: 7 Steps to the Highest Happiness Rick Hanson Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
"The Invisible Brand: Marketing in the Age of Automation, Big Data, and Machine Learning",William Ammerman,4.6,22.0,668.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"The Invisible Brand: Marketing in the Age of Automation, Big Data, and Machine Learning William Ammerman Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,3
Dust on the Mountain,Ruskin Bond,4.3,32.0,301.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-1,-1,10.0,"Dust on the Mountain Ruskin Bond 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

 -1",2,3,5
The Zen Commandments,Dean Sluyter,4.5,25.0,1439.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"The Zen Commandments Dean Sluyter Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
Trouble in Mind,Jeffery Deaver,4.3,116.0,990.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Trouble in Mind Jeffery Deaver Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
The Greek's Forced Bride,Michelle Reid,4.2,39.0,569.0,"Greek billionaire Leo Christakis is convinced the prim and proper suits worn by Natasha are simply a cover for the gold-digger that lies beneath. Suspecting Natasha to be stealing from his company, Leo insists she remain at his beck and call. Natasha is then thrown into his world of unimaginable luxury until Leo discovers she's innocent - in every sense. Now she must become the Christakis bride....",-1,-1,10.0,"The Greek's Forced Bride Michelle Reid Greek billionaire Leo Christakis is convinced the prim and proper suits worn by Natasha are simply a cover for the gold-digger that lies beneath. Suspecting Natasha to be stealing from his company, Leo insists she remain at his beck and call. Natasha is then thrown into his world of unimaginable luxury until Leo discovers she's innocent - in every sense. Now she must become the Christakis bride.... -1",0,-1,0
Journal of the Plague Year,Daniel Defoe,4.1,194.0,938.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Journal of the Plague Year Daniel Defoe Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
